Year,County,Total_Deaths,Diseases_of_Heart,Malignant_Neoplasms,Accidents,COVID_19,Cerebrovascular_Diseases,Chronic_Lower_Respiratory_Diseases,Alzheimers_Disease,Diabetes_Mellitus,Nephritis_Nephrotic_Syndrome_Nephrosis,Influenza_and_Pneumonia,Septicemia,Intentional_Self_Harm,Chronic_Liver_Disease_Cirrhosis,All_Other_Causes
2009,Massac,189,52,35,11,12,11,1,9,6,2,2,4,1,43,0
2009,Menard,132,35,30,2,7,9,9,2,1,7,3,0,2,25,0
2009,Mercer,173,54,28,12,7,10,11,5,6,6,1,2,0,31,0
2009,Monroe,261,63,57,11,21,9,7,6,3,2,6,3,1,72,0
2009,Montgomery,375,87,86,21,24,21,21,8,12,16,2,4,6,67,0
2009,Morgan,359,90,85,21,21,18,12,7,2,13,8,7,4,71,0
2009,Moultrie,159,35,30,9,9,7,4,8,8,2,2,2,1,42,0
2009,Ogle,452,128,96,27,31,22,23,6,10,10,6,5,3,85,0
2009,Peoria,1695,350,424,115,112,74,48,37,38,38,23,24,19,393,0
2009,Perry,226,63,49,16,12,4,10,6,11,4,8,2,2,39,0
2009,Piatt,161,42,35,6,12,8,3,3,3,4,1,1,2,41,0
2009,Pike,200,39,42,22,7,10,2,6,6,3,1,3,1,58,0
2009,Pope,31,9,3,2,3,1,0,1,3,0,1,4,0,4,0
2009,Pulaski,70,24,10,5,8,2,2,1,1,5,1,1,0,10,0
2009,Putnam,63,12,23,2,4,2,1,2,1,0,3,0,2,11,0
2009,Randolph,391,101,98,10,14,19,10,12,16,10,11,5,3,82,0
2009,Richland,181,52,47,9,6,12,1,0,4,4,3,6,2,35,0
2009,Rock Island,1414,386,327,84,67,51,54,40,32,22,18,12,12,309,0
2009,St. Clair,2476,538,560,196,151,112,74,108,59,47,49,25,19,538,0
2009,Saline,335,76,69,23,20,10,17,9,14,10,11,4,7,65,0
2009,Sangamon,1930,469,459,136,94,85,45,42,35,46,26,25,22,446,0
2009,Schuyler,85,25,20,5,6,4,1,1,3,4,2,2,1,11,0
2009,Scott,50,12,9,3,5,3,0,0,1,2,2,0,0,13,0
2009,Shelby,248,65,67,9,24,13,5,8,2,7,2,2,2,42,0
2009,Stark,84,25,15,4,2,4,7,2,0,3,2,0,0,20,0
2009,Stephenson,531,111,127,34,41,18,11,14,9,17,12,4,6,127,0
2009,Tazewell,1328,323,345,86,73,42,40,33,26,34,33,11,12,270,0
2009,Union,219,42,49,15,11,8,15,5,8,9,5,1,1,50,0
2009,Vermilion,912,213,231,80,54,45,12,21,22,18,21,10,14,171,0
2009,Wabash,128,28,25,7,4,9,3,3,8,2,3,3,5,28,0
2009,Warren,189,46,41,13,21,6,5,8,1,5,3,5,0,35,0
2009,Washington,135,33,31,9,11,7,1,1,6,2,2,2,1,29,0
2009,Wayne,206,57,46,13,13,3,2,5,7,4,3,4,0,49,0
2009,White,218,57,58,15,10,7,11,10,3,4,2,2,0,39,0
2009,White,616,169,158,41,34,23,23,18,12,8,3,6,4,117,0
2009,Will,3724,874,1004,164,168,161,81,101,101,81,58,44,65,822,0
2009,Will,750,173,186,43,38,23,17,16,33,31,15,12,7,156,0
2009,Winnebago,2555,609,629,153,137,139,52,43,65,40,28,32,31,597,0
2009,Woodford,370,78,90,24,19,16,29,9,8,12,2,7,3,73,0
