Year,County,Total_Deaths,Diseases_of_Heart,Malignant_Neoplasms,Accidents,COVID_19,Cerebrovascular_Diseases,Chronic_Lower_Respiratory_Diseases,Alzheimers_Disease,Diabetes_Mellitus,Nephritis_Nephrotic_Syndrome_Nephrosis,Influenza_and_Pneumonia,Septicemia,Intentional_Self_Harm,Chronic_Liver_Disease_Cirrhosis,All_Other_Causes
2012,Moultrie,183,37,39,6,14,9,10,9,1,2,5,1,1,49,0
2012,Ogle,481,108,117,24,35,29,14,8,11,13,3,5,5,109,0
2012,Peoria,1782,395,433,106,110,81,39,37,40,51,25,23,18,424,0
2012,Perry,229,53,57,14,17,9,9,4,19,3,4,2,6,32,0
2012,Piatt,169,49,36,4,17,3,5,4,6,4,4,1,3,33,0
2012,Pike,184,31,43,8,10,12,2,4,8,8,6,2,0,50,0
2012,Pope,50,16,7,1,3,6,0,2,0,2,1,0,2,10,0
2012,Pulaski,96,28,20,5,8,6,2,0,0,1,1,2,0,23,0
2012,Putnam,59,18,20,2,2,2,1,1,0,0,0,3,0,10,0
2012,Randolph,351,73,71,27,24,29,20,10,8,5,8,6,6,64,0
2012,Richland,182,41,42,4,13,10,0,6,6,9,4,0,2,45,0
2012,Rock Island,1548,434,336,69,81,62,39,25,29,34,26,15,23,375,0
2012,St. Clair,2509,549,578,124,157,149,72,120,47,36,55,22,25,575,0
2012,Saline,333,63,69,18,28,20,25,14,11,6,5,9,3,62,0
2012,Sangamon,1888,409,435,99,107,117,46,34,48,29,36,29,29,470,0
2012,Schuyler,79,20,29,4,4,3,0,1,0,0,1,1,2,14,0
2012,Scott,59,14,11,5,4,1,1,0,0,1,1,1,0,20,0
2012,Shelby,228,61,42,15,17,13,8,7,1,6,3,1,0,54,0
2012,Stark,88,16,25,6,3,2,4,2,1,4,1,0,1,23,0
2012,Stephenson,528,111,134,37,26,15,16,18,11,7,5,4,5,139,0
2012,Tazewell,1319,280,306,68,71,67,44,33,30,33,21,21,8,337,0
2012,Union,231,54,66,11,10,5,13,3,3,6,7,1,0,52,0
2012,Vermilion,969,272,241,49,70,50,22,18,22,14,19,11,10,171,0
2012,Wabash,142,34,43,5,5,7,3,6,6,4,1,0,0,28,0
2012,Warren,186,48,35,10,16,10,7,10,1,3,2,0,3,41,0
2012,Washington,159,49,39,10,7,2,2,1,4,2,1,1,4,37,0
2012,Wayne,202,45,48,14,20,2,4,6,3,4,5,3,2,46,0
2012,White,226,51,40,12,15,14,10,8,5,8,4,2,0,57,0
2012,White,686,179,162,33,53,15,11,14,16,11,4,6,12,170,0
2012,Will,3982,917,1066,213,183,188,79,98,94,68,47,68,61,900,0
2012,Will,746,159,180,39,41,41,24,12,31,25,19,11,6,158,0
2012,Winnebago,2715,641,673,162,151,176,71,46,82,51,28,40,38,556,377
