County,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Tazewell,25.12,25.12,29.69,27.41,25.13,25.13,25.89,25.13,22.08,31.98,30.45,31.22,37.31,35.02,33.5
Union,11.6,29.0,29.0,46.39,17.4,11.6,11.6,34.79,11.6,0.0,17.4,0.0,23.2,40.59,63.79
Vermilion,35.05,28.31,28.31,36.39,24.26,28.31,40.44,25.61,28.31,48.53,44.48,45.83,68.74,52.57,62.0
Wabash,0.0,26.41,26.41,26.41,52.81,17.6,35.21,26.41,8.8,52.81,26.41,0.0,44.01,26.41,26.41
Warren,17.82,47.52,17.82,5.94,59.4,35.64,47.52,17.82,35.64,11.88,53.46,17.82,59.4,41.58,41.58
Washington,36.33,7.27,58.14,58.14,7.27,7.27,21.8,7.27,29.07,14.53,7.27,21.8,58.14,7.27,43.6
Wayne,6.18,30.9,30.9,24.72,37.09,30.9,61.81,30.9,6.18,37.08,24.72,37.09,30.9,30.9,74.17
White,28.82,72.06,14.41,57.65,57.65,28.82,43.24,36.03,21.62,14.41,28.82,28.82,36.03,14.41,57.65
Whiteside,41.3,32.32,28.73,26.93,25.14,21.55,25.14,25.14,34.12,25.14,17.96,21.55,21.55,21.55,32.32
Will,15.65,14.5,14.93,15.51,14.07,14.36,16.23,15.65,16.51,16.8,20.82,20.1,19.82,23.26,23.26
Williamson,23.83,23.83,47.65,40.21,17.87,17.87,19.36,23.83,28.29,34.25,22.34,32.76,25.32,31.27,35.74
Winnebago,17.17,15.07,23.13,18.92,16.12,23.13,19.63,17.52,23.48,22.43,23.48,23.13,24.88,28.74,36.1
Woodford,20.8,23.4,18.2,13.0,18.2,23.4,23.4,20.8,31.2,23.4,7.8,23.4,18.2,28.6,26.0
